,domain,question,context,answer_text,span_start,span_end
1502,georegis,Qual o ambiente tectônico prevalente durante a sedimentação do Grupo Areado na Bacia do São Francisco?,"A geologia das seqüências fanerozóicas ocorrentes dentro dos limites da Bacia do São Francisco foi revista de maneira abrangente e objetiva por Sgarbi et al.. Estes autores utilizam o termo Bacia Sanfranciscana para o registro sedimentar/ vulcânico fanerozóico da Bacia do São Francisco. A litoestratigrafia, espessuras, interpretações paleoam-bientais e idades dessas unidades aqui apresentadas na carta estratigráfica, e o breve texto descritivo que segue adiante, foram totalmente baseadas nos trabalhos desses autores. O Grupo Santa Fé é o único remanescente erosional paleozóico de coberturas intracratônicas mais amplas, que eventualmente existiram sobre a bacia ligando as Bacias do Paraná e do Parnaíba. Seus diamictitos/tilitos/fácies tilóides e folhelhos com dropstones basais apontam para uma unidade crono-correlata aos sedimentos permocarboníferos glaciais do Grupo Itararé da Bacia do Paraná. Três unidades cretácicas, de natureza continental formam chapadas e tabuleiros na Bacia do São Francisco. O Grupo Areado representa paleoambien-tes lacustres assoreados por arenitos flúvio-deltaicos, fluviais diversos e eólicos. O ambiente tectônico prevalente durante a sua sedimentação foi distensional, provável reflexo intracontinental do quebramento do Supercontinente Gondwana exatamente nessa época. O Grupo Mata da Corda inicia-se com extrusão de rochas vulcânicas e subvulcânicas kamafugíticas datadas em torno de 90-80 Ma, coincidentes em tempo com o início do magmatismo alcalino da região sudeste do Brasil. Intrusões",distensional,1199,1211
1504,georegis,Quais autores revisaram a geologia das seqüências fanerozóicas da Bacia do São Francisco de maneira abrangente?,"A geologia das seqüências fanerozóicas ocorrentes dentro dos limites da Bacia do São Francisco foi revista de maneira abrangente e objetiva por Sgarbi et al.. Estes autores utilizam o termo Bacia Sanfranciscana para o registro sedimentar/ vulcânico fanerozóico da Bacia do São Francisco. A litoestratigrafia, espessuras, interpretações paleoam-bientais e idades dessas unidades aqui apresentadas na carta estratigráfica, e o breve texto descritivo que segue adiante, foram totalmente baseadas nos trabalhos desses autores. O Grupo Santa Fé é o único remanescente erosional paleozóico de coberturas intracratônicas mais amplas, que eventualmente existiram sobre a bacia ligando as Bacias do Paraná e do Parnaíba. Seus diamictitos/tilitos/fácies tilóides e folhelhos com dropstones basais apontam para uma unidade crono-correlata aos sedimentos permocarboníferos glaciais do Grupo Itararé da Bacia do Paraná. Três unidades cretácicas, de natureza continental formam chapadas e tabuleiros na Bacia do São Francisco. O Grupo Areado representa paleoambien-tes lacustres assoreados por arenitos flúvio-deltaicos, fluviais diversos e eólicos. O ambiente tectônico prevalente durante a sua sedimentação foi distensional, provável reflexo intracontinental do quebramento do Supercontinente Gondwana exatamente nessa época. O Grupo Mata da Corda inicia-se com extrusão de rochas vulcânicas e subvulcânicas kamafugíticas datadas em torno de 90-80 Ma, coincidentes em tempo com o início do magmatismo alcalino da região sudeste do Brasil. Intrusões",Sgarbi et al.,144,157
1505,georegis,O que é o Grupo Santa Fé?,"A geologia das seqüências fanerozóicas ocorrentes dentro dos limites da Bacia do São Francisco foi revista de maneira abrangente e objetiva por Sgarbi et al.. Estes autores utilizam o termo Bacia Sanfranciscana para o registro sedimentar/ vulcânico fanerozóico da Bacia do São Francisco. A litoestratigrafia, espessuras, interpretações paleoam-bientais e idades dessas unidades aqui apresentadas na carta estratigráfica, e o breve texto descritivo que segue adiante, foram totalmente baseadas nos trabalhos desses autores. O Grupo Santa Fé é o único remanescente erosional paleozóico de coberturas intracratônicas mais amplas, que eventualmente existiram sobre a bacia ligando as Bacias do Paraná e do Parnaíba. Seus diamictitos/tilitos/fácies tilóides e folhelhos com dropstones basais apontam para uma unidade crono-correlata aos sedimentos permocarboníferos glaciais do Grupo Itararé da Bacia do Paraná. Três unidades cretácicas, de natureza continental formam chapadas e tabuleiros na Bacia do São Francisco. O Grupo Areado representa paleoambien-tes lacustres assoreados por arenitos flúvio-deltaicos, fluviais diversos e eólicos. O ambiente tectônico prevalente durante a sua sedimentação foi distensional, provável reflexo intracontinental do quebramento do Supercontinente Gondwana exatamente nessa época. O Grupo Mata da Corda inicia-se com extrusão de rochas vulcânicas e subvulcânicas kamafugíticas datadas em torno de 90-80 Ma, coincidentes em tempo com o início do magmatismo alcalino da região sudeste do Brasil. Intrusões",o único remanescente erosional paleozóico de coberturas intracratônicas mais amplas,542,625
1506,georegis,O que os diamictitos/tilitos/fácies tilóides e folhelhos com dropstones basais do Grupo Santa Fé apontam?,"A geologia das seqüências fanerozóicas ocorrentes dentro dos limites da Bacia do São Francisco foi revista de maneira abrangente e objetiva por Sgarbi et al.. Estes autores utilizam o termo Bacia Sanfranciscana para o registro sedimentar/ vulcânico fanerozóico da Bacia do São Francisco. A litoestratigrafia, espessuras, interpretações paleoam-bientais e idades dessas unidades aqui apresentadas na carta estratigráfica, e o breve texto descritivo que segue adiante, foram totalmente baseadas nos trabalhos desses autores. O Grupo Santa Fé é o único remanescente erosional paleozóico de coberturas intracratônicas mais amplas, que eventualmente existiram sobre a bacia ligando as Bacias do Paraná e do Parnaíba. Seus diamictitos/tilitos/fácies tilóides e folhelhos com dropstones basais apontam para uma unidade crono-correlata aos sedimentos permocarboníferos glaciais do Grupo Itararé da Bacia do Paraná. Três unidades cretácicas, de natureza continental formam chapadas e tabuleiros na Bacia do São Francisco. O Grupo Areado representa paleoambien-tes lacustres assoreados por arenitos flúvio-deltaicos, fluviais diversos e eólicos. O ambiente tectônico prevalente durante a sua sedimentação foi distensional, provável reflexo intracontinental do quebramento do Supercontinente Gondwana exatamente nessa época. O Grupo Mata da Corda inicia-se com extrusão de rochas vulcânicas e subvulcânicas kamafugíticas datadas em torno de 90-80 Ma, coincidentes em tempo com o início do magmatismo alcalino da região sudeste do Brasil. Intrusões",para uma unidade crono-correlata aos sedimentos permocarboníferos glaciais do Grupo Itararé da Bacia do Paraná,795,905
1508,georegis,Em que ambiente tectônico ocorreu a sedimentação do Grupo Areado?,"A geologia das seqüências fanerozóicas ocorrentes dentro dos limites da Bacia do São Francisco foi revista de maneira abrangente e objetiva por Sgarbi et al.. Estes autores utilizam o termo Bacia Sanfranciscana para o registro sedimentar/ vulcânico fanerozóico da Bacia do São Francisco. A litoestratigrafia, espessuras, interpretações paleoam-bientais e idades dessas unidades aqui apresentadas na carta estratigráfica, e o breve texto descritivo que segue adiante, foram totalmente baseadas nos trabalhos desses autores. O Grupo Santa Fé é o único remanescente erosional paleozóico de coberturas intracratônicas mais amplas, que eventualmente existiram sobre a bacia ligando as Bacias do Paraná e do Parnaíba. Seus diamictitos/tilitos/fácies tilóides e folhelhos com dropstones basais apontam para uma unidade crono-correlata aos sedimentos permocarboníferos glaciais do Grupo Itararé da Bacia do Paraná. Três unidades cretácicas, de natureza continental formam chapadas e tabuleiros na Bacia do São Francisco. O Grupo Areado representa paleoambien-tes lacustres assoreados por arenitos flúvio-deltaicos, fluviais diversos e eólicos. O ambiente tectônico prevalente durante a sua sedimentação foi distensional, provável reflexo intracontinental do quebramento do Supercontinente Gondwana exatamente nessa época. O Grupo Mata da Corda inicia-se com extrusão de rochas vulcânicas e subvulcânicas kamafugíticas datadas em torno de 90-80 Ma, coincidentes em tempo com o início do magmatismo alcalino da região sudeste do Brasil. Intrusões","distensional, provável reflexo intracontinental do quebramento do Supercontinente Gondwana",1199,1289
1510,georegis,Que documento alterou o direito de propriedade dos recursos minerais do Brasil?,"do em 1889, em substituição ao monárquico, manteve para a pesquisa e exploração de minérios e petróleo o instrumento jurídico das concessões outorgadas a empreendedores privados. No entanto, a Constituição de 1891 altera substancialmente o direito de propriedade dos recursos minerais do Brasil, que passavam do domínio da Nação para o domínio particular do proprietário do solo. Este retrocesso só seria corrigido com a Constituição e o Código de Minas de 1934, sob a égide do Governo Vargas, que voltam a separar as propriedades do solo e do subsolo, sendo a última da União. Em 10 de janeiro de 1907, o presidente Afonso Augusto Penna cria o primeiro órgão brasileiro dedicado à Geologia - o Serviço Geológico e Mi-neralógico do Brasil. A sugestão deve-se ao ministro da Indústria, Viação e Obras Públicas, engenheiro Miguel Calmon du Pin e Almeida, tendo como paradigma um serviço geológico com amplo espectro de atuação, incluindo a missão de responder institucionalmente pela questão do petróleo no Brasil. É sob a égide do SGMB que o Estado brasileiro investe pela primeira vez na exploração petrolífera, com a perfuração de um poço em Marechal Mallet, no Paraná, nos anos 1919 e 1920. É interessante registrar a intensa discussão científica quanto à potencialidade dos terrenos gonduânicos, tendo à frente o geólogo Euzébio de Oliveira, então integrante do SGMB, utilizando inclusive referências à deriva continental como argumentos. Além da ação do Estado, formam-se companhias privadas que se propunham a operar em São Paulo, Bahia, na faixa costeira do Nordeste e na região amazônica. É conveniente lembrar que, esta época, após a Primeira Guerra Mundial, o petróleo mostra-se um bem essencial e estratégico, com uso em larga escala, fazendo com que a procura deste insumo natural recebesse um novo impulso mundial, inclusive no Brasil. Dentre as várias empresas",a Constituição de 1891,191,213
1511,georegis,Quem criou o primeiro órgão brasileiro dedicado à Geologia?,"do em 1889, em substituição ao monárquico, manteve para a pesquisa e exploração de minérios e petróleo o instrumento jurídico das concessões outorgadas a empreendedores privados. No entanto, a Constituição de 1891 altera substancialmente o direito de propriedade dos recursos minerais do Brasil, que passavam do domínio da Nação para o domínio particular do proprietário do solo. Este retrocesso só seria corrigido com a Constituição e o Código de Minas de 1934, sob a égide do Governo Vargas, que voltam a separar as propriedades do solo e do subsolo, sendo a última da União. Em 10 de janeiro de 1907, o presidente Afonso Augusto Penna cria o primeiro órgão brasileiro dedicado à Geologia - o Serviço Geológico e Mi-neralógico do Brasil. A sugestão deve-se ao ministro da Indústria, Viação e Obras Públicas, engenheiro Miguel Calmon du Pin e Almeida, tendo como paradigma um serviço geológico com amplo espectro de atuação, incluindo a missão de responder institucionalmente pela questão do petróleo no Brasil. É sob a égide do SGMB que o Estado brasileiro investe pela primeira vez na exploração petrolífera, com a perfuração de um poço em Marechal Mallet, no Paraná, nos anos 1919 e 1920. É interessante registrar a intensa discussão científica quanto à potencialidade dos terrenos gonduânicos, tendo à frente o geólogo Euzébio de Oliveira, então integrante do SGMB, utilizando inclusive referências à deriva continental como argumentos. Além da ação do Estado, formam-se companhias privadas que se propunham a operar em São Paulo, Bahia, na faixa costeira do Nordeste e na região amazônica. É conveniente lembrar que, esta época, após a Primeira Guerra Mundial, o petróleo mostra-se um bem essencial e estratégico, com uso em larga escala, fazendo com que a procura deste insumo natural recebesse um novo impulso mundial, inclusive no Brasil. Dentre as várias empresas",Afonso Augusto Penna,617,637
1512,georegis,Onde foi perfurado o primeiro poço de petróleo?,"do em 1889, em substituição ao monárquico, manteve para a pesquisa e exploração de minérios e petróleo o instrumento jurídico das concessões outorgadas a empreendedores privados. No entanto, a Constituição de 1891 altera substancialmente o direito de propriedade dos recursos minerais do Brasil, que passavam do domínio da Nação para o domínio particular do proprietário do solo. Este retrocesso só seria corrigido com a Constituição e o Código de Minas de 1934, sob a égide do Governo Vargas, que voltam a separar as propriedades do solo e do subsolo, sendo a última da União. Em 10 de janeiro de 1907, o presidente Afonso Augusto Penna cria o primeiro órgão brasileiro dedicado à Geologia - o Serviço Geológico e Mi-neralógico do Brasil. A sugestão deve-se ao ministro da Indústria, Viação e Obras Públicas, engenheiro Miguel Calmon du Pin e Almeida, tendo como paradigma um serviço geológico com amplo espectro de atuação, incluindo a missão de responder institucionalmente pela questão do petróleo no Brasil. É sob a égide do SGMB que o Estado brasileiro investe pela primeira vez na exploração petrolífera, com a perfuração de um poço em Marechal Mallet, no Paraná, nos anos 1919 e 1920. É interessante registrar a intensa discussão científica quanto à potencialidade dos terrenos gonduânicos, tendo à frente o geólogo Euzébio de Oliveira, então integrante do SGMB, utilizando inclusive referências à deriva continental como argumentos. Além da ação do Estado, formam-se companhias privadas que se propunham a operar em São Paulo, Bahia, na faixa costeira do Nordeste e na região amazônica. É conveniente lembrar que, esta época, após a Primeira Guerra Mundial, o petróleo mostra-se um bem essencial e estratégico, com uso em larga escala, fazendo com que a procura deste insumo natural recebesse um novo impulso mundial, inclusive no Brasil. Dentre as várias empresas","Marechal Mallet, no Paraná,",1143,1170
1514,georegis,Qual foi o código de 1934 que revogou o direito de propriedade mineral do solo?,"do em 1889, em substituição ao monárquico, manteve para a pesquisa e exploração de minérios e petróleo o instrumento jurídico das concessões outorgadas a empreendedores privados. No entanto, a Constituição de 1891 altera substancialmente o direito de propriedade dos recursos minerais do Brasil, que passavam do domínio da Nação para o domínio particular do proprietário do solo. Este retrocesso só seria corrigido com a Constituição e o Código de Minas de 1934, sob a égide do Governo Vargas, que voltam a separar as propriedades do solo e do subsolo, sendo a última da União. Em 10 de janeiro de 1907, o presidente Afonso Augusto Penna cria o primeiro órgão brasileiro dedicado à Geologia - o Serviço Geológico e Mi-neralógico do Brasil. A sugestão deve-se ao ministro da Indústria, Viação e Obras Públicas, engenheiro Miguel Calmon du Pin e Almeida, tendo como paradigma um serviço geológico com amplo espectro de atuação, incluindo a missão de responder institucionalmente pela questão do petróleo no Brasil. É sob a égide do SGMB que o Estado brasileiro investe pela primeira vez na exploração petrolífera, com a perfuração de um poço em Marechal Mallet, no Paraná, nos anos 1919 e 1920. É interessante registrar a intensa discussão científica quanto à potencialidade dos terrenos gonduânicos, tendo à frente o geólogo Euzébio de Oliveira, então integrante do SGMB, utilizando inclusive referências à deriva continental como argumentos. Além da ação do Estado, formam-se companhias privadas que se propunham a operar em São Paulo, Bahia, na faixa costeira do Nordeste e na região amazônica. É conveniente lembrar que, esta época, após a Primeira Guerra Mundial, o petróleo mostra-se um bem essencial e estratégico, com uso em larga escala, fazendo com que a procura deste insumo natural recebesse um novo impulso mundial, inclusive no Brasil. Dentre as várias empresas","o Código de Minas de 1934,",436,462
1516,georegis,Onde foi perfurado o primeiro poço de petróleo?,"do em 1889, em substituição ao monárquico, manteve para a pesquisa e exploração de minérios e petróleo o instrumento jurídico das concessões outorgadas a empreendedores privados. No entanto, a Constituição de 1891 altera substancialmente o direito de propriedade dos recursos minerais do Brasil, que passavam do domínio da Nação para o domínio particular do proprietário do solo. Este retrocesso só seria corrigido com a Constituição e o Código de Minas de 1934, sob a égide do Governo Vargas, que voltam a separar as propriedades do solo e do subsolo, sendo a última da União. Em 10 de janeiro de 1907, o presidente Afonso Augusto Penna cria o primeiro órgão brasileiro dedicado à Geologia - o Serviço Geológico e Mi-neralógico do Brasil. A sugestão deve-se ao ministro da Indústria, Viação e Obras Públicas, engenheiro Miguel Calmon du Pin e Almeida, tendo como paradigma um serviço geológico com amplo espectro de atuação, incluindo a missão de responder institucionalmente pela questão do petróleo no Brasil. É sob a égide do SGMB que o Estado brasileiro investe pela primeira vez na exploração petrolífera, com a perfuração de um poço em Marechal Mallet, no Paraná, nos anos 1919 e 1920. É interessante registrar a intensa discussão científica quanto à potencialidade dos terrenos gonduânicos, tendo à frente o geólogo Euzébio de Oliveira, então integrante do SGMB, utilizando inclusive referências à deriva continental como argumentos. Além da ação do Estado, formam-se companhias privadas que se propunham a operar em São Paulo, Bahia, na faixa costeira do Nordeste e na região amazônica. É conveniente lembrar que, esta época, após a Primeira Guerra Mundial, o petróleo mostra-se um bem essencial e estratégico, com uso em larga escala, fazendo com que a procura deste insumo natural recebesse um novo impulso mundial, inclusive no Brasil. Dentre as várias empresas","Marechal Mallet, no Paraná",1143,1169
1518,georegis,Qual foi o primeiro órgão brasileiro dedicado à geologia?,"do em 1889, em substituição ao monárquico, manteve para a pesquisa e exploração de minérios e petróleo o instrumento jurídico das concessões outorgadas a empreendedores privados. No entanto, a Constituição de 1891 altera substancialmente o direito de propriedade dos recursos minerais do Brasil, que passavam do domínio da Nação para o domínio particular do proprietário do solo. Este retrocesso só seria corrigido com a Constituição e o Código de Minas de 1934, sob a égide do Governo Vargas, que voltam a separar as propriedades do solo e do subsolo, sendo a última da União. Em 10 de janeiro de 1907, o presidente Afonso Augusto Penna cria o primeiro órgão brasileiro dedicado à Geologia - o Serviço Geológico e Mi-neralógico do Brasil. A sugestão deve-se ao ministro da Indústria, Viação e Obras Públicas, engenheiro Miguel Calmon du Pin e Almeida, tendo como paradigma um serviço geológico com amplo espectro de atuação, incluindo a missão de responder institucionalmente pela questão do petróleo no Brasil. É sob a égide do SGMB que o Estado brasileiro investe pela primeira vez na exploração petrolífera, com a perfuração de um poço em Marechal Mallet, no Paraná, nos anos 1919 e 1920. É interessante registrar a intensa discussão científica quanto à potencialidade dos terrenos gonduânicos, tendo à frente o geólogo Euzébio de Oliveira, então integrante do SGMB, utilizando inclusive referências à deriva continental como argumentos. Além da ação do Estado, formam-se companhias privadas que se propunham a operar em São Paulo, Bahia, na faixa costeira do Nordeste e na região amazônica. É conveniente lembrar que, esta época, após a Primeira Guerra Mundial, o petróleo mostra-se um bem essencial e estratégico, com uso em larga escala, fazendo com que a procura deste insumo natural recebesse um novo impulso mundial, inclusive no Brasil. Dentre as várias empresas",Serviço Geológico e Mi-neralógico do Brasil,695,738
1520,georegis,"Quem foi o ministro da Indústria, Viação e Obras Públicas?","do em 1889, em substituição ao monárquico, manteve para a pesquisa e exploração de minérios e petróleo o instrumento jurídico das concessões outorgadas a empreendedores privados. No entanto, a Constituição de 1891 altera substancialmente o direito de propriedade dos recursos minerais do Brasil, que passavam do domínio da Nação para o domínio particular do proprietário do solo. Este retrocesso só seria corrigido com a Constituição e o Código de Minas de 1934, sob a égide do Governo Vargas, que voltam a separar as propriedades do solo e do subsolo, sendo a última da União. Em 10 de janeiro de 1907, o presidente Afonso Augusto Penna cria o primeiro órgão brasileiro dedicado à Geologia - o Serviço Geológico e Mi-neralógico do Brasil. A sugestão deve-se ao ministro da Indústria, Viação e Obras Públicas, engenheiro Miguel Calmon du Pin e Almeida, tendo como paradigma um serviço geológico com amplo espectro de atuação, incluindo a missão de responder institucionalmente pela questão do petróleo no Brasil. É sob a égide do SGMB que o Estado brasileiro investe pela primeira vez na exploração petrolífera, com a perfuração de um poço em Marechal Mallet, no Paraná, nos anos 1919 e 1920. É interessante registrar a intensa discussão científica quanto à potencialidade dos terrenos gonduânicos, tendo à frente o geólogo Euzébio de Oliveira, então integrante do SGMB, utilizando inclusive referências à deriva continental como argumentos. Além da ação do Estado, formam-se companhias privadas que se propunham a operar em São Paulo, Bahia, na faixa costeira do Nordeste e na região amazônica. É conveniente lembrar que, esta época, após a Primeira Guerra Mundial, o petróleo mostra-se um bem essencial e estratégico, com uso em larga escala, fazendo com que a procura deste insumo natural recebesse um novo impulso mundial, inclusive no Brasil. Dentre as várias empresas",Miguel Calmon du Pin e Almeida,821,851
1521,georegis,Que documento alterou a propriedade dos recursos minerais do Brasil?,"do em 1889, em substituição ao monárquico, manteve para a pesquisa e exploração de minérios e petróleo o instrumento jurídico das concessões outorgadas a empreendedores privados. No entanto, a Constituição de 1891 altera substancialmente o direito de propriedade dos recursos minerais do Brasil, que passavam do domínio da Nação para o domínio particular do proprietário do solo. Este retrocesso só seria corrigido com a Constituição e o Código de Minas de 1934, sob a égide do Governo Vargas, que voltam a separar as propriedades do solo e do subsolo, sendo a última da União. Em 10 de janeiro de 1907, o presidente Afonso Augusto Penna cria o primeiro órgão brasileiro dedicado à Geologia - o Serviço Geológico e Mi-neralógico do Brasil. A sugestão deve-se ao ministro da Indústria, Viação e Obras Públicas, engenheiro Miguel Calmon du Pin e Almeida, tendo como paradigma um serviço geológico com amplo espectro de atuação, incluindo a missão de responder institucionalmente pela questão do petróleo no Brasil. É sob a égide do SGMB que o Estado brasileiro investe pela primeira vez na exploração petrolífera, com a perfuração de um poço em Marechal Mallet, no Paraná, nos anos 1919 e 1920. É interessante registrar a intensa discussão científica quanto à potencialidade dos terrenos gonduânicos, tendo à frente o geólogo Euzébio de Oliveira, então integrante do SGMB, utilizando inclusive referências à deriva continental como argumentos. Além da ação do Estado, formam-se companhias privadas que se propunham a operar em São Paulo, Bahia, na faixa costeira do Nordeste e na região amazônica. É conveniente lembrar que, esta época, após a Primeira Guerra Mundial, o petróleo mostra-se um bem essencial e estratégico, com uso em larga escala, fazendo com que a procura deste insumo natural recebesse um novo impulso mundial, inclusive no Brasil. Dentre as várias empresas",a Constituição de 1891,191,213
1522,georegis,Quando os empresários privados mantiveram a concessão de minérios e petróleo?,"do em 1889, em substituição ao monárquico, manteve para a pesquisa e exploração de minérios e petróleo o instrumento jurídico das concessões outorgadas a empreendedores privados. No entanto, a Constituição de 1891 altera substancialmente o direito de propriedade dos recursos minerais do Brasil, que passavam do domínio da Nação para o domínio particular do proprietário do solo. Este retrocesso só seria corrigido com a Constituição e o Código de Minas de 1934, sob a égide do Governo Vargas, que voltam a separar as propriedades do solo e do subsolo, sendo a última da União. Em 10 de janeiro de 1907, o presidente Afonso Augusto Penna cria o primeiro órgão brasileiro dedicado à Geologia - o Serviço Geológico e Mi-neralógico do Brasil. A sugestão deve-se ao ministro da Indústria, Viação e Obras Públicas, engenheiro Miguel Calmon du Pin e Almeida, tendo como paradigma um serviço geológico com amplo espectro de atuação, incluindo a missão de responder institucionalmente pela questão do petróleo no Brasil. É sob a égide do SGMB que o Estado brasileiro investe pela primeira vez na exploração petrolífera, com a perfuração de um poço em Marechal Mallet, no Paraná, nos anos 1919 e 1920. É interessante registrar a intensa discussão científica quanto à potencialidade dos terrenos gonduânicos, tendo à frente o geólogo Euzébio de Oliveira, então integrante do SGMB, utilizando inclusive referências à deriva continental como argumentos. Além da ação do Estado, formam-se companhias privadas que se propunham a operar em São Paulo, Bahia, na faixa costeira do Nordeste e na região amazônica. É conveniente lembrar que, esta época, após a Primeira Guerra Mundial, o petróleo mostra-se um bem essencial e estratégico, com uso em larga escala, fazendo com que a procura deste insumo natural recebesse um novo impulso mundial, inclusive no Brasil. Dentre as várias empresas",em 1889,3,10
1523,georegis,Em que ano foi promulgada a Constituição?,"do em 1889, em substituição ao monárquico, manteve para a pesquisa e exploração de minérios e petróleo o instrumento jurídico das concessões outorgadas a empreendedores privados. No entanto, a Constituição de 1891 altera substancialmente o direito de propriedade dos recursos minerais do Brasil, que passavam do domínio da Nação para o domínio particular do proprietário do solo. Este retrocesso só seria corrigido com a Constituição e o Código de Minas de 1934, sob a égide do Governo Vargas, que voltam a separar as propriedades do solo e do subsolo, sendo a última da União. Em 10 de janeiro de 1907, o presidente Afonso Augusto Penna cria o primeiro órgão brasileiro dedicado à Geologia - o Serviço Geológico e Mi-neralógico do Brasil. A sugestão deve-se ao ministro da Indústria, Viação e Obras Públicas, engenheiro Miguel Calmon du Pin e Almeida, tendo como paradigma um serviço geológico com amplo espectro de atuação, incluindo a missão de responder institucionalmente pela questão do petróleo no Brasil. É sob a égide do SGMB que o Estado brasileiro investe pela primeira vez na exploração petrolífera, com a perfuração de um poço em Marechal Mallet, no Paraná, nos anos 1919 e 1920. É interessante registrar a intensa discussão científica quanto à potencialidade dos terrenos gonduânicos, tendo à frente o geólogo Euzébio de Oliveira, então integrante do SGMB, utilizando inclusive referências à deriva continental como argumentos. Além da ação do Estado, formam-se companhias privadas que se propunham a operar em São Paulo, Bahia, na faixa costeira do Nordeste e na região amazônica. É conveniente lembrar que, esta época, após a Primeira Guerra Mundial, o petróleo mostra-se um bem essencial e estratégico, com uso em larga escala, fazendo com que a procura deste insumo natural recebesse um novo impulso mundial, inclusive no Brasil. Dentre as várias empresas",1891,209,213
1524,georegis,Em substituição a que regime o governo Vargas substituiu?,"do em 1889, em substituição ao monárquico, manteve para a pesquisa e exploração de minérios e petróleo o instrumento jurídico das concessões outorgadas a empreendedores privados. No entanto, a Constituição de 1891 altera substancialmente o direito de propriedade dos recursos minerais do Brasil, que passavam do domínio da Nação para o domínio particular do proprietário do solo. Este retrocesso só seria corrigido com a Constituição e o Código de Minas de 1934, sob a égide do Governo Vargas, que voltam a separar as propriedades do solo e do subsolo, sendo a última da União. Em 10 de janeiro de 1907, o presidente Afonso Augusto Penna cria o primeiro órgão brasileiro dedicado à Geologia - o Serviço Geológico e Mi-neralógico do Brasil. A sugestão deve-se ao ministro da Indústria, Viação e Obras Públicas, engenheiro Miguel Calmon du Pin e Almeida, tendo como paradigma um serviço geológico com amplo espectro de atuação, incluindo a missão de responder institucionalmente pela questão do petróleo no Brasil. É sob a égide do SGMB que o Estado brasileiro investe pela primeira vez na exploração petrolífera, com a perfuração de um poço em Marechal Mallet, no Paraná, nos anos 1919 e 1920. É interessante registrar a intensa discussão científica quanto à potencialidade dos terrenos gonduânicos, tendo à frente o geólogo Euzébio de Oliveira, então integrante do SGMB, utilizando inclusive referências à deriva continental como argumentos. Além da ação do Estado, formam-se companhias privadas que se propunham a operar em São Paulo, Bahia, na faixa costeira do Nordeste e na região amazônica. É conveniente lembrar que, esta época, após a Primeira Guerra Mundial, o petróleo mostra-se um bem essencial e estratégico, com uso em larga escala, fazendo com que a procura deste insumo natural recebesse um novo impulso mundial, inclusive no Brasil. Dentre as várias empresas",monárquico,31,41
1526,georegis,Em que ano o regime monárquico foi substituído pelo regime de concessões?,"do em 1889, em substituição ao monárquico, manteve para a pesquisa e exploração de minérios e petróleo o instrumento jurídico das concessões outorgadas a empreendedores privados. No entanto, a Constituição de 1891 altera substancialmente o direito de propriedade dos recursos minerais do Brasil, que passavam do domínio da Nação para o domínio particular do proprietário do solo. Este retrocesso só seria corrigido com a Constituição e o Código de Minas de 1934, sob a égide do Governo Vargas, que voltam a separar as propriedades do solo e do subsolo, sendo a última da União. Em 10 de janeiro de 1907, o presidente Afonso Augusto Penna cria o primeiro órgão brasileiro dedicado à Geologia - o Serviço Geológico e Mi-neralógico do Brasil. A sugestão deve-se ao ministro da Indústria, Viação e Obras Públicas, engenheiro Miguel Calmon du Pin e Almeida, tendo como paradigma um serviço geológico com amplo espectro de atuação, incluindo a missão de responder institucionalmente pela questão do petróleo no Brasil. É sob a égide do SGMB que o Estado brasileiro investe pela primeira vez na exploração petrolífera, com a perfuração de um poço em Marechal Mallet, no Paraná, nos anos 1919 e 1920. É interessante registrar a intensa discussão científica quanto à potencialidade dos terrenos gonduânicos, tendo à frente o geólogo Euzébio de Oliveira, então integrante do SGMB, utilizando inclusive referências à deriva continental como argumentos. Além da ação do Estado, formam-se companhias privadas que se propunham a operar em São Paulo, Bahia, na faixa costeira do Nordeste e na região amazônica. É conveniente lembrar que, esta época, após a Primeira Guerra Mundial, o petróleo mostra-se um bem essencial e estratégico, com uso em larga escala, fazendo com que a procura deste insumo natural recebesse um novo impulso mundial, inclusive no Brasil. Dentre as várias empresas",1889,6,10
